Table Name,State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
B0118,`08,`000,STATE - RAJASTHAN,`19,`192,`0000,Manufacture of refined petroleum products,942,800,142,417,373,44,525,427,98,103,65,38,57,33,24,46,32,14
B0118,`08,`000,STATE - RAJASTHAN,`19,`192,`1920,Manufacture of refined petroleum products,942,800,142,417,373,44,525,427,98,103,65,38,57,33,24,46,32,14
B0118,`08,`000,STATE - RAJASTHAN,`20,`000,`0000,Manufacture of chemicals and chemical products,23362,20281,3081,6914,6065,849,16448,14216,2232,3022,1490,1532,1388,792,596,1634,698,936
B0118,`08,`000,STATE - RAJASTHAN,`20,`201,`0000,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics",7227,6186,1041,2123,1964,159,5104,4222,882,1133,441,692,451,234,217,682,207,475
B0118,`08,`000,STATE - RAJASTHAN,`20,`201,`2011,Manufacture of basic chemicals,5079,4141,938,964,838,126,4115,3303,812,1018,343,675,371,165,206,647,178,469
B0118,`08,`000,STATE - RAJASTHAN,`20,`201,`2012,Manufacture of fertilizers and nitrogen compounds,1397,1341,56,841,820,21,556,521,35,58,47,11,43,32,11,15,15,0
B0118,`08,`000,STATE - RAJASTHAN,`20,`201,`2013,Manufacture of plastics and synthetic rubber in primary forms,751,704,47,318,306,12,433,398,35,57,51,6,37,37,0,20,14,6
B0118,`08,`000,STATE - RAJASTHAN,`20,`202,`0000,Manufacture of other chemical products,15436,13422,2014,4521,3843,678,10915,9579,1336,1860,1020,840,923,544,379,937,476,461
B0118,`08,`000,STATE - RAJASTHAN,`20,`202,`2021,Manufacture of pesticides and other agrochemical products,422,391,31,99,87,12,323,304,19,28,27,1,5,4,1,23,23,0
B0118,`08,`000,STATE - RAJASTHAN,`20,`202,`2022,"Manufacture of paints, varnishes and similar coatings, printing ink and",4899,4420,479,1331,1204,127,3568,3216,352,541,348,193,348,232,116,193,116,77
B0118,`08,`000,STATE - RAJASTHAN,`20,`202,`2023,"Manufacture of soap and detergents, cleaning and polishing preparations,",8194,6920,1274,2438,2045,393,5756,4875,881,1091,519,572,458,243,215,633,276,357
B0118,`08,`000,STATE - RAJASTHAN,`20,`202,`2029,Manufacture of other chemical products n.e.c.,1921,1691,230,653,507,146,1268,1184,84,200,126,74,112,65,47,88,61,27
B0118,`08,`000,STATE - RAJASTHAN,`20,`203,`0000,Manufacture of man-made fibres,699,673,26,270,258,12,429,415,14,29,29,0,14,14,0,15,15,0
B0118,`08,`000,STATE - RAJASTHAN,`20,`203,`2030,Manufacture of man-made fibres,696,670,26,270,258,12,426,412,14,29,29,0,14,14,0,15,15,0
B0118,`08,`000,STATE - RAJASTHAN,`20,`203,`2031,Manufacture of anti-sprouting products,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`21,`000,`0000,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4380,3825,555,1043,992,51,3337,2833,504,321,216,105,131,108,23,190,108,82
B0118,`08,`000,STATE - RAJASTHAN,`21,`210,`0000,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",4380,3825,555,1043,992,51,3337,2833,504,321,216,105,131,108,23,190,108,82
B0118,`08,`000,STATE - RAJASTHAN,`21,`210,`2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical",4380,3825,555,1043,992,51,3337,2833,504,321,216,105,131,108,23,190,108,82
B0118,`08,`000,STATE - RAJASTHAN,`22,`000,`0000,Manufacture of rubber and plastics products,16336,15635,701,6226,6037,189,10110,9598,512,961,823,138,514,459,55,447,364,83
B0118,`08,`000,STATE - RAJASTHAN,`22,`221,`0000,Manufacture of rubber products,10912,10748,164,4266,4214,52,6646,6534,112,572,544,28,317,292,25,255,252,3
B0118,`08,`000,STATE - RAJASTHAN,`22,`221,`2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of,9338,9243,95,3489,3462,27,5849,5781,68,444,428,16,240,227,13,204,201,3
B0118,`08,`000,STATE - RAJASTHAN,`22,`221,`2219,Manufacture of other rubber products,1574,1505,69,777,752,25,797,753,44,128,116,12,77,65,12,51,51,0
B0118,`08,`000,STATE - RAJASTHAN,`22,`222,`0000,Manufacture of plastics products,5424,4887,537,1960,1823,137,3464,3064,400,389,279,110,197,167,30,192,112,80
B0118,`08,`000,STATE - RAJASTHAN,`22,`222,`2220,Manufacture of plastics products,5424,4887,537,1960,1823,137,3464,3064,400,389,279,110,197,167,30,192,112,80
B0118,`08,`000,STATE - RAJASTHAN,`23,`000,`0000,Manufacture of other non-metallic mineral products,277701,228490,49211,186663,148818,37845,91038,79672,11366,71084,41591,29493,60403,35125,25278,10681,6466,4215
B0118,`08,`000,STATE - RAJASTHAN,`23,`231,`0000,Manufacture of glass and glass products,11239,8087,3152,2895,1925,970,8344,6162,2182,1839,743,1096,758,337,421,1081,406,675
B0118,`08,`000,STATE - RAJASTHAN,`23,`231,`2310,Manufacture of glass and glass products,11239,8087,3152,2895,1925,970,8344,6162,2182,1839,743,1096,758,337,421,1081,406,675
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`0000,Manufacture of non-metallic mineral products n.e.c.,266462,220403,46059,183768,146893,36875,82694,73510,9184,69245,40848,28397,59645,34788,24857,9600,6060,3540
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2391,Manufacture of refractory products,10305,7881,2424,7750,5805,1945,2555,2076,479,3868,2252,1616,3416,1961,1455,452,291,161
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2392,Manufacture of clay building materials,86940,61529,25411,71304,49616,21688,15636,11913,3723,32300,17485,14815,29268,15981,13287,3032,1504,1528
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2393,Manufacture of other porcelain and ceramic products,39803,28635,11168,29893,21139,8754,9910,7496,2414,18841,9114,9727,16244,7776,8468,2597,1338,1259
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2394,"Manufacture of cement, lime and plaster",35106,33458,1648,19912,18730,1182,15194,14728,466,2409,1914,495,1683,1265,418,726,649,77
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2395,"Manufacture of articles of concrete, cement and plaster",6700,5805,895,4197,3584,613,2503,2221,282,1002,697,305,755,531,224,247,166,81
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2396,"Cutting, shaping and finishing of stone",79099,74941,4158,46029,43532,2497,33070,31409,1661,9632,8394,1238,7377,6513,864,2255,1881,374
B0118,`08,`000,STATE - RAJASTHAN,`23,`239,`2399,Manufacture of other non-metallic mineral products n.e.c.,8509,8154,355,4683,4487,196,3826,3667,159,1193,992,201,902,761,141,291,231,60
B0118,`08,`000,STATE - RAJASTHAN,`24,`000,`0000,Manufacture of basic metals,42829,41023,1806,18367,17511,856,24462,23512,950,3666,2944,722,2627,2104,523,1039,840,199
B0118,`08,`000,STATE - RAJASTHAN,`24,`241,`0000,Manufacture of basic iron and steel,22516,21722,794,8761,8377,384,13755,13345,410,1972,1717,255,1407,1213,194,565,504,61
B0118,`08,`000,STATE - RAJASTHAN,`24,`241,`2410,Manufacture of basic iron and steel,22516,21722,794,8761,8377,384,13755,13345,410,1972,1717,255,1407,1213,194,565,504,61
B0118,`08,`000,STATE - RAJASTHAN,`24,`242,`0000,Manufacture of basic precious and other non-ferrous metals,8654,8349,305,4617,4471,146,4037,3878,159,333,301,32,230,208,22,103,93,10
B0118,`08,`000,STATE - RAJASTHAN,`24,`242,`2420,Manufacture of basic precious and other non-ferrous metals,8654,8349,305,4617,4471,146,4037,3878,159,333,301,32,230,208,22,103,93,10
B0118,`08,`000,STATE - RAJASTHAN,`24,`243,`0000,Casting of metals,11659,10952,707,4989,4663,326,6670,6289,381,1361,926,435,990,683,307,371,243,128
B0118,`08,`000,STATE - RAJASTHAN,`24,`243,`2431,Casting of iron and steel,10785,10122,663,4619,4318,301,6166,5804,362,1233,858,375,885,627,258,348,231,117
B0118,`08,`000,STATE - RAJASTHAN,`24,`243,`2432,Casting of non-ferrous metals,874,830,44,370,345,25,504,485,19,128,68,60,105,56,49,23,12,11
B0118,`08,`000,STATE - RAJASTHAN,`25,`000,`0000,"Manufacture of fabricated metal products, except machinery and equipment",98290,87834,10456,46703,40371,6332,51587,47463,4124,14317,9071,5246,10515,6220,4295,3802,2851,951
B0118,`08,`000,STATE - RAJASTHAN,`25,`251,`0000,"Manufacture of structural metal products, tanks, reservoirs and steam",8729,8550,179,3768,3679,89,4961,4871,90,829,764,65,534,485,49,295,279,16
B0118,`08,`000,STATE - RAJASTHAN,`25,`251,`2511,Manufacture of structural metal products,8133,7956,177,3573,3484,89,4560,4472,88,802,743,59,522,479,43,280,264,16
B0118,`08,`000,STATE - RAJASTHAN,`25,`251,`2512,"Manufacture of tanks, reservoirs and containers of metal",488,488,0,188,188,0,300,300,0,21,15,6,6,0,6,15,15,0
B0118,`08,`000,STATE - RAJASTHAN,`25,`251,`2513,"Manufacture of steam generators, except central heating hot water",108,106,2,7,7,0,101,99,2,6,6,0,6,6,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`25,`252,`0000,Manufacture of weapons and ammunition,190,157,33,78,59,19,112,98,14,21,21,0,18,18,0,3,3,0
B0118,`08,`000,STATE - RAJASTHAN,`25,`252,`2520,Manufacture of weapons and ammunition,190,157,33,78,59,19,112,98,14,21,21,0,18,18,0,3,3,0
B0118,`08,`000,STATE - RAJASTHAN,`25,`259,`0000,Manufacture of other fabricated metal products; metalworking service,89371,79127,10244,42857,36633,6224,46514,42494,4020,13467,8286,5181,9963,5717,4246,3504,2569,935
B0118,`08,`000,STATE - RAJASTHAN,`25,`259,`2591,"Forging, pressing, stamping and roll-forming of metal; powder",258,217,41,167,126,41,91,91,0,84,48,36,72,42,30,12,6,6
B0118,`08,`000,STATE - RAJASTHAN,`25,`259,`2592,Machining; treatment and coating of metals,32,26,6,17,11,6,15,15,0,7,7,0,1,1,0,6,6,0
B0118,`08,`000,STATE - RAJASTHAN,`25,`259,`2593,"Manufacture of cutlery, hand tools and general hardware",64453,55165,9288,32516,26789,5727,31937,28376,3561,11327,6528,4799,8627,4667,3960,2700,1861,839
B0118,`08,`000,STATE - RAJASTHAN,`25,`259,`2599,Manufacture of other fabricated metal products n.e.c.,24628,23719,909,10157,9707,450,14471,14012,459,2049,1703,346,1263,1007,256,786,696,90
B0118,`08,`000,STATE - RAJASTHAN,`26,`000,`0000,"Manufacture of computer, electronic and optical products",5307,5040,267,1616,1585,31,3691,3455,236,288,237,51,150,124,26,138,113,25
B0118,`08,`000,STATE - RAJASTHAN,`26,`261,`0000,Manufacture of electronic components,1519,1481,38,468,464,4,1051,1017,34,44,39,5,29,27,2,15,12,3
B0118,`08,`000,STATE - RAJASTHAN,`26,`261,`2610,Manufacture of electronic components,1519,1481,38,468,464,4,1051,1017,34,44,39,5,29,27,2,15,12,3
B0118,`08,`000,STATE - RAJASTHAN,`26,`262,`0000,Manufacture of computers and peripheral equipment,711,665,46,164,164,0,547,501,46,28,25,3,4,4,0,24,21,3
B0118,`08,`000,STATE - RAJASTHAN,`26,`262,`2620,Manufacture of computers and peripheral equipment,711,665,46,164,164,0,547,501,46,28,25,3,4,4,0,24,21,3
B0118,`08,`000,STATE - RAJASTHAN,`26,`263,`0000,Manufacture of communication equipment,793,772,21,323,323,0,470,449,21,58,58,0,49,49,0,9,9,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`263,`2630,Manufacture of communication equipment,793,772,21,323,323,0,470,449,21,58,58,0,49,49,0,9,9,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`264,`0000,Manufacture of consumer electronics,577,549,28,219,205,14,358,344,14,53,38,15,10,10,0,43,28,15
B0118,`08,`000,STATE - RAJASTHAN,`26,`264,`2640,Manufacture of consumer electronics,577,549,28,219,205,14,358,344,14,53,38,15,10,10,0,43,28,15
B0118,`08,`000,STATE - RAJASTHAN,`26,`265,`0000,"Manufacture of measuring, testing, navigating and control equipment;",1501,1391,110,422,409,13,1079,982,97,88,60,28,52,28,24,36,32,4
B0118,`08,`000,STATE - RAJASTHAN,`26,`265,`2651,"Manufacture of measuring, testing, navigating and control equipment",1050,974,76,307,297,10,743,677,66,54,48,6,32,26,6,22,22,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`265,`2652,Manufacture of watches and clocks,451,417,34,115,112,3,336,305,31,34,12,22,20,2,18,14,10,4
B0118,`08,`000,STATE - RAJASTHAN,`26,`266,`0000,"Manufacture of irradiation, electromedical and electrotherapeutic",3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`266,`2660,"Manufacture of irradiation, electromedical and electrotherapeutic",3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`267,`0000,Manufacture of optical instruments and equipment,141,123,18,14,14,0,127,109,18,12,12,0,6,6,0,6,6,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`267,`2670,Manufacture of optical instruments and equipment,141,123,18,14,14,0,127,109,18,12,12,0,6,6,0,6,6,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`268,`0000,Manufacture of magnetic and optical media,62,56,6,6,6,0,56,50,6,5,5,0,0,0,0,5,5,0
B0118,`08,`000,STATE - RAJASTHAN,`26,`268,`2680,Manufacture of magnetic and optical media,62,56,6,6,6,0,56,50,6,5,5,0,0,0,0,5,5,0
B0118,`08,`000,STATE - RAJASTHAN,`27,`000,`0000,Manufacture of electrical equipment,21645,21132,513,8170,8009,161,13475,13123,352,1515,1421,94,767,715,52,748,706,42
B0118,`08,`000,STATE - RAJASTHAN,`27,`271,`0000,"Manufacture of electric motors, generators, transformers and electricity",16264,16014,250,6285,6221,64,9979,9793,186,1172,1138,34,575,555,20,597,583,14
B0118,`08,`000,STATE - RAJASTHAN,`27,`271,`2710,"Manufacture of electric motors, generators, transformers and electricity",16264,16014,250,6285,6221,64,9979,9793,186,1172,1138,34,575,555,20,597,583,14
B0118,`08,`000,STATE - RAJASTHAN,`27,`272,`0000,Manufacture of batteries and accumulators,904,887,17,351,343,8,553,544,9,54,54,0,27,27,0,27,27,0
B0118,`08,`000,STATE - RAJASTHAN,`27,`272,`2720,Manufacture of batteries and accumulators,904,887,17,351,343,8,553,544,9,54,54,0,27,27,0,27,27,0
B0118,`08,`000,STATE - RAJASTHAN,`27,`273,`0000,Manufacture of wiring and wiring devices,2453,2366,87,684,669,15,1769,1697,72,94,85,9,37,37,0,57,48,9
B0118,`08,`000,STATE - RAJASTHAN,`27,`273,`2731,Manufacture of fibre optic cables for data transmission or live,29,29,0,8,8,0,21,21,0,0,0,0,0,0,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`27,`273,`2732,Manufacture of other electronic and electric wires and cables,2204,2123,81,616,601,15,1588,1522,66,50,47,3,18,18,0,32,29,3
B0118,`08,`000,STATE - RAJASTHAN,`27,`273,`2733,Manufacture of wiring devices,220,214,6,60,60,0,160,154,6,44,38,6,19,19,0,25,19,6
B0118,`08,`000,STATE - RAJASTHAN,`27,`274,`0000,Manufacture of electric lighting equipment,847,827,20,327,325,2,520,502,18,82,72,10,50,44,6,32,28,4
B0118,`08,`000,STATE - RAJASTHAN,`27,`274,`2740,Manufacture of electric lighting equipment,847,827,20,327,325,2,520,502,18,82,72,10,50,44,6,32,28,4
B0118,`08,`000,STATE - RAJASTHAN,`27,`275,`0000,Manufacture of domestic appliances,873,742,131,389,317,72,484,425,59,70,32,38,44,18,26,26,14,12
B0118,`08,`000,STATE - RAJASTHAN,`27,`275,`2750,Manufacture of domestic appliances,873,742,131,389,317,72,484,425,59,70,32,38,44,18,26,26,14,12
B0118,`08,`000,STATE - RAJASTHAN,`27,`279,`0000,Manufacture of other electrical equipment,304,296,8,134,134,0,170,162,8,43,40,3,34,34,0,9,6,3
B0118,`08,`000,STATE - RAJASTHAN,`27,`279,`2790,Manufacture of other electrical equipment,304,296,8,134,134,0,170,162,8,43,40,3,34,34,0,9,6,3
B0118,`08,`000,STATE - RAJASTHAN,`28,`000,`0000,Manufacture of machinery and equipment n.e.c.,17730,16662,1068,5671,5313,358,12059,11349,710,1610,962,648,902,566,336,708,396,312
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`0000,Manufacture of general purpose machinery,6963,6725,238,1779,1705,74,5184,5020,164,295,227,68,151,114,37,144,113,31
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle",175,175,0,77,77,0,98,98,0,14,8,6,8,2,6,6,6,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2812,Manufacture of fluid power equipment,8,8,0,8,8,0,0,0,0,6,6,0,6,6,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2813,"Manufacture of other pumps, compressors, taps and valves",619,596,23,269,259,10,350,337,13,16,16,0,13,13,0,3,3,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2814,"Manufacture of bearings, gears, gearing and driving elements",4596,4483,113,789,785,4,3807,3698,109,158,134,24,65,58,7,93,76,17
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2815,"Manufacture of ovens, furnaces and furnace burners",42,42,0,36,36,0,6,6,0,9,3,6,9,3,6,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2816,Manufacture of lifting and handling equipment,125,125,0,67,67,0,58,58,0,3,3,0,3,3,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2817,Manufacture of office machinery and equipment,90,88,2,26,26,0,64,62,2,0,0,0,0,0,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2818,Manufacture of power-driven hand tools,50,44,6,21,15,6,29,29,0,8,8,0,2,2,0,6,6,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`281,`2819,Manufacture of other general-purpose machinery,1258,1164,94,486,432,54,772,732,40,81,49,32,45,27,18,36,22,14
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`0000,Manufacture of special-purpose machinery,10767,9937,830,3892,3608,284,6875,6329,546,1315,735,580,751,452,299,564,283,281
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2821,Manufacture of agricultural and forestry machinery,1541,1453,88,823,759,64,718,694,24,239,169,70,209,142,67,30,27,3
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2822,Manufacture of metal-forming machinery and machine tools,2684,2612,72,730,718,12,1954,1894,60,124,116,8,54,48,6,70,68,2
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2823,Manufacture of machinery for metallurgy,112,112,0,23,23,0,89,89,0,0,0,0,0,0,0,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2824,"Manufacture of machinery for mining, quarrying and construction",989,948,41,455,445,10,534,503,31,153,144,9,116,114,2,37,30,7
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2825,"Manufacture of machinery for food, beverage and tobacco processing",1002,882,120,534,491,43,468,391,77,159,54,105,97,30,67,62,24,38
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2826,"Manufacture of machinery for textile, apparel and leather production",3807,3324,483,1235,1083,152,2572,2241,331,584,204,380,273,118,155,311,86,225
B0118,`08,`000,STATE - RAJASTHAN,`28,`282,`2829,Manufacture of other special-purpose machinery,632,606,26,92,89,3,540,517,23,56,48,8,2,0,2,54,48,6
B0118,`08,`000,STATE - RAJASTHAN,`29,`000,`0000,"Manufacture of motor vehicles, trailers and semi-trailers",6655,6575,80,2918,2883,35,3737,3692,45,373,345,28,240,228,12,133,117,16
B0118,`08,`000,STATE - RAJASTHAN,`29,`291,`0000,Manufacture of motor vehicles,733,709,24,368,360,8,365,349,16,51,45,6,51,45,6,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`29,`291,`2910,Manufacture of motor vehicles,733,709,24,368,360,8,365,349,16,51,45,6,51,45,6,0,0,0
B0118,`08,`000,STATE - RAJASTHAN,`29,`292,`0000,Manufacture of bodies (coachwork) for motor vehicles; manufacture of,4742,4704,38,2323,2298,25,2419,2406,13,280,264,16,167,167,0,113,97,16
B0118,`08,`000,STATE - RAJASTHAN,`29,`292,`2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,4742,4704,38,2323,2298,25,2419,2406,13,280,264,16,167,167,0,113,97,16
B0118,`08,`000,STATE - RAJASTHAN,`29,`293,`0000,Manufacture of parts and accessories for motor vehicles,1180,1162,18,227,225,2,953,937,16,42,36,6,22,16,6,20,20,0
B0118,`08,`000,STATE - RAJASTHAN,`29,`293,`2930,Manufacture of parts and accessories for motor vehicles,1180,1162,18,227,225,2,953,937,16,42,36,6,22,16,6,20,20,0
B0118,`08,`000,STATE - RAJASTHAN,`30,`000,`0000,Manufacture of other transport equipment,11008,10790,218,4805,4751,54,6203,6039,164,1498,1370,128,1009,931,78,489,439,50
